set-up,punchline,label
"""It's important we never stop believing we can have a new beginning.","But it's also important to remember there R things worth holding onto.""",0
"""I was raised to be a good man in a storm.",Raised to love my country.,0
Raised to love my country.,To love my family.,0
To love my family.,"To protect the things I love.""",0
This is it.,I don’t have a private account or any other accounts.,0
I don’t have a private account or any other accounts.,Beware of impersonators.,0
Beware of impersonators.,Look for the the blue checkmark.,0
Aiiiiite time to get back on this twitch.,Stay tuned,0
People who have more money tend to be covered by health insurance.,MMH Mchat,0
"""We leave little bits of ourselves behind, little reminders.","A lifetime of memories, photos.",0
"A lifetime of memories, photos.",Things to remember us by even when were gone.',0
"""Muscle Cramping can be an early sign that you are developing a calcium deficiency.","They generally occur at night, especially in the legs""",0
What are some thing/activities you'd like to see and have?,Sound off below!,0
"Will Wright was inspired to create ""The Sims"" after the 1991 Oakland firestorm.",Wright's home was one of the first to burn in the fire.,0
Wright's home was one of the first to burn in the fire.,"He and his wife quickly escaped with their closest neighbors, leaving behind all of their personal belongings.",0
We wonder how the taboo of discussing suicide plays out in the Black community?,What are your thoughts?,0
Squirrels engage in oral masturbation to avoid STDs.,Experts say it removes the old semen and helps to clean the genitalia.,0
Baby leatherback turtles 'talk' to each other when they 're still in their eggs.,Scientists say they coordinate the timing of their hatching by making sounds.,0
"""It doesn't matter who you are.","What matters is your plan.""",0
"""You're going to feel sad for a little while and that's okay.",That's fine.,0
But don't feel sad forever okay?,"You promise me that?""",0
I voted for Supernatural for The Scifi Fantasy Show of 2018 Cast your vote for the E!,People's Choice Awards at pca s,0
Black Yth are 2x more likely to be arrested than white youth Clin.,Law Prof. Waldman at chp m summit,0
"""You and me together, that's how it always should be.","One without the other don't mean nothing to me.""",0
"By skipping meals, your metabolism conserves energy so it slows down which means you burn fewer calories.",weight,0
"What comes easy, won't last.","What lasts, won't come easy.",0
The majority in our twitter poll said that cultural beliefs are the 1 thing that needs to be addressed.,What are these beliefs?,0
Sometimes I feel my girlfriend doesn't understand certain things because she wasn't born here.,Auntie Red Tweet Tea,0
It's imperative that our more vulnerable and harder to reach populations participate.,We have to be counted.,0
"If as public figure you don't want to take a picture, then don't take it.",If that truly bothers you as a consumer then stop supporting that celebrity.,0
If that truly bothers you as a consumer then stop supporting that celebrity.,BOOM problem solved.,0
Hey Vegas Con who's gettin excited for a concert tomorrow night?,Yeah ya are!,0
Can't wait.,Loudin Swain And Friends,0
"""I have HIV.",I read your advice here but I dont think i'm prepared to take meds.,0
I know I have sinned.,God forgive me.,0
The great Arthur Ashe: Start where you are.,Use what you have.,0
Use what you have.,Do what you can.,0
Do what you can.,I focus on those things just long enough to figure out what I can do next ask dr v,0
Build up the way you touch her.,"Start with light touches on her arms, shoulders or back.",0
"Start with light touches on her arms, shoulders or back.",Let her get used to you touching her in a normal and natural way.,0
"""There are days that make the sacrifices seem worthwhile.","And then there are the days where everything feels like a sacrifice.""",0
"""So sick of this lonely air.","It seems such a waste of breath.""",0
We can smile even though we are hurting and we can feel happy even though we are unhappy.,It's called strength.,0
"I found it, all on my own.","It's little, and broken, but still good.",0
"It's little, and broken, but still good.","Yeah, still good.",0
"Mulan has the highest kill-count of any Disney character, including villains.",She was also the first Disney princess to be shown killing people on-screen.,0
"9 Guys, never compare her to another girl.",boyfriend tips,0
"If he truly loves you, he will find a way to introduce you to his family and friends.",Maybe not as a boyfriend but at least a best friend.,0
Stop looking for reasons to be unhappy.,"Focus on the things you do have, and the many reasons you should be happy",0
"Life, in itself, is full of stress.",Your relationship must full of peace and calm not negative vibes and drama.,0
She was the inspiration for Chewbacca and Indiana Jones' name.,National Dog Day,0
A friend's mum is losing it cos she can't deal with her son being gay.,How did she know?,0
How did she know?,His close 'straight friend' went broadcasting in church that he rejected a proposal from this guy.,0
His close 'straight friend' went broadcasting in church that he rejected a proposal from this guy.,"Hypocrisy, disloyalty and backbitting is eating the gay community alive!.",0
Tomorrow is never guaranteed.,I want you all to know i love you and thank you for always supporting.,0
Today's National Bagel Day!,What's your favorite type of bagel?,0
I trip out randomly thinking I'm bout to have me some Twins!,Me and ma honey have bn crazy nesting.,0
Me and ma honey have bn crazy nesting.,"Ripped out my carpet in both rooms, installed new hardwood floors w my step-dad.",0
"Ripped out my carpet in both rooms, installed new hardwood floors w my step-dad.",Buying new furniture and TWO of everything.,0
Buying new furniture and TWO of everything.,Now I need a bigger SUV and eventually a new house!,0
Coming to America on VH1 right now is yet another gift this holiday season.,Mc Dowells,0
"Cuz, you know.","They called our house the Out House.""",0
We will love to hear from you.,Queer Family,0
"""You always knew how to push my buttons.",You give me everything and nothing' - Taylor Swift.,0
"""Where one thing falls, another grows.","Maybe not what was there before, but something new and wonderful all the same.""",0
We've been on the [JNF] Sunshine Tour quite a few times.,Just a terrific experienceIt's always been a joyful tour.',0
Just a terrific experienceIt's always been a joyful tour.',"Hal Linden, Emmy Award winning actor Powered By JNF JNF On Demand",0
Of what use is money when all you have is your health?,"HIV is no longer a death sentence, get treatment and be fine.",0
"""Pain, you just have to ride it out.",Hope it goes away on its own.,0
Hope it goes away on its own.,Hope the wound heals on its own.,0
Hope the wound heals on its own.,"There are no solutions, no easy answers""",0
Ston=strong obviously.,Auto Correct Sucks,0
Happy Birthday Maria!,Praying blessing on you today!!,0
Praying blessing on you today!!,Love you!,0
Use this time to reset your finances by examining how you handle your money.,Start by setting a budget based on your income.,0
Start by setting a budget based on your income.,Spend less than you earn.,0
Spend less than you earn.,Save money.,0
Save money.,Invest what you have saved.,0
It is how humans merge.,How minds connect.,0
How minds connect.,Dreams.,0
Dreams.,Empathy.,0
